pozitie,url,angajator,detalii,publicat_in,expira_in,judet,url_judet,tip,updates
6 posturi contractuale Biblioteca Județeană Constanța,https://posturi.gov.ro/anunt/6-posturi-contractuale-biblioteca-judeteana-constanta/,Biblioteca Județeană Ioan N. Roman Constanța,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-22: New entry
Consilier debutant,https://posturi.gov.ro/anunt/consilier-debutant-42/,"Primăria Comunei Bățani, Bățanii Mari, județul Covasna","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Covasna,https://posturi.gov.ro/?judet=Covasna,Permanent,2024-09-22: New entry
Administrator financiar I S,https://posturi.gov.ro/anunt/administrator-financiar-i-s-64/,Liceul Waldorf Cluj-Napoca,"Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
arhivar,https://posturi.gov.ro/anunt/arhivar-47/,SPITALUL MUNICIPAL DR CORNEL IGNA CAMPIA TURZII,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
– 1 post secretar scoală,https://posturi.gov.ro/anunt/1-post-secretar-scoala-2/,"COLEGIUL TEHNIC ,,MIHAI VITEAZUL” din localitatea ORADEA","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Bihor,https://posturi.gov.ro/?judet=Bihor,Temporar,2024-09-22: New entry
Referent I,https://posturi.gov.ro/anunt/referent-i-13/,Institutul Național de Cercetare – Dezvoltare Medico – Militară „Cantacuzino” (U.M. 02484 București),"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
Bibliotecar IA,https://posturi.gov.ro/anunt/bibliotecar-ia-8/,Academia Română Filiala Cluj-Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
Secretar,https://posturi.gov.ro/anunt/secretar-338/,Grădinița cu program prelungit nr.2,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  9/10/2024,Brăila,https://posturi.gov.ro/?judet=Brăila,Permanent,2024-09-22: New entry
asistent medical generalist cu PL,https://posturi.gov.ro/anunt/asistent-medical-generalist-cu-pl-5/,"Primăria Orașului Huedin ,  Huedin ,  jud. Cluj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
Șofer,https://posturi.gov.ro/anunt/sofer-257/,Muzeul Național Bran,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Braşov,https://posturi.gov.ro/?judet=Braşov,Permanent,2024-09-22: New entry
"Administrator patrimoniu III S, 0,5 normă perioadă nedeteminată",https://posturi.gov.ro/anunt/administrator-patrimoniu-iii-s-05-norma-perioada-nedeteminata/,Şcoala Gimnazială nr.1 Horia,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  27/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-22: New entry
Asistent medical,https://posturi.gov.ro/anunt/asistent-medical-155/,"Primăria Orașului Deta, județul Timiș","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-22: New entry
Secretar institut I (S),https://posturi.gov.ro/anunt/secretar-institut-i-s-3/,Universitatea Naţională de Muzică din Bucureşti,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
"inspector de specialitate, subinginer, muncitor necalificat",https://posturi.gov.ro/anunt/inspector-de-specialitate-subinginer-muncitor-necalificat/,Administrația Străzilor București,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1975/,PALATUL COPIILOR CONSTANTA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  4/10/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-22: New entry
Muncitor calificat,https://posturi.gov.ro/anunt/muncitor-calificat-275/,Școala Gimnazială Bala,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Mehedinţi,https://posturi.gov.ro/?judet=Mehedinţi,Permanent,2024-09-22: New entry
FIZIOKINETOETRAPEUT,https://posturi.gov.ro/anunt/fiziokinetoetrapeut/,"Centrul Medical de Evaluare, Educație Medicală Specifică și Recuperare pentru Copii și Tineri ”Cristian Șerban” Buziaș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-22: New entry
BIBLIOTECAR,https://posturi.gov.ro/anunt/bibliotecar-182/,"  ȘCOALA GIMNAZIALĂ BUMBEȘTI-PIȚIC ,  BUMBEȘTI-PIȚIC, judetul GORJ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Gorj,https://posturi.gov.ro/?judet=Gorj,Permanent,2024-09-22: New entry
INSPECTOR DE SPECIALITATE DEBUTANT- COMPARTIMENT RUNOS,https://posturi.gov.ro/anunt/inspector-de-specialitate-debutant-compartiment-runos-2/,SPITALUL ORASENESC TANDAREI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Ialomiţa,https://posturi.gov.ro/?judet=Ialomiţa,Permanent,2024-09-22: New entry
"Îngrjitor (2 posturi cu normă întreagă), Îngrijitor (1 post cu 0,5 normă)",https://posturi.gov.ro/anunt/ingrjitor-2-posturi-cu-norma-intreaga-ingrijitor-1-post-cu-05-norma/,"Școala Gimnazială Bucovăț, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-22: New entry
"îngrijitor (7 posturi), ajutor bucatar (3 posturi), muncitor de intretinere (1 post)",https://posturi.gov.ro/anunt/ingrijitor-7-posturi-ajutor-bucatar-3-posturi-muncitor-de-intretinere-1-post/,Grădinița cu Program Prelungit Dumbrăvița,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Permanent,2024-09-22: New entry
"ASISTENT MEDICAL, GRAD PRINCIPAL (1 POST)",https://posturi.gov.ro/anunt/asistent-medical-grad-principal-1-post/,DIRECȚIA DE ASISTENȚĂ SOCIALĂ ZALĂU,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Sălaj,https://posturi.gov.ro/?judet=Sălaj,Permanent,2024-09-22: New entry
Îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1944/,"Universitatea Tehnică ,,Gheorghe Asachi”","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Iaşi,https://posturi.gov.ro/?judet=Iaşi,Permanent,2024-09-22: New entry
"ADMINISTRATOR FINANCIAR (0,5 NORMĂ)",https://posturi.gov.ro/anunt/administrator-financiar-05-norma-37/,"Școala Gimnazială „Petofi Sandor”, Coltău, județul Maramureș ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  26/09/2024,Maramureş,https://posturi.gov.ro/?judet=Maramureş,Permanent,2024-09-22: New entry
Muncitor califica tr. I,https://posturi.gov.ro/anunt/muncitor-califica-tr-i/,"Unitatea Militară 01812 Moara Vlăsiei, județul Ilfov","Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Dolj,https://posturi.gov.ro/?judet=Dolj,Permanent,2024-09-22: New entry
îngrijitor,https://posturi.gov.ro/anunt/ingrijitor-1979/,"Școala Gimnazială Sat Dăești, Comuna Popești, Județul Vâlcea ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  8/10/2024,Vâlcea,https://posturi.gov.ro/?judet=Vâlcea,Permanent,2024-09-22: New entry
Auditor gr.I si auditor gr.II,https://posturi.gov.ro/anunt/auditor-gr-i-si-auditor-gr-ii/,"Academia de Științe Agricole si Silvice „Gheorghe Ionescu Șișești”, București","Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
Consilier I,https://posturi.gov.ro/anunt/consilier-i-21/,"Primăria Comunei Bățani, Bățanii Mari, județul Covasna","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Covasna,https://posturi.gov.ro/?judet=Covasna,Permanent,2024-09-22: New entry
TEHNICIAN IA,https://posturi.gov.ro/anunt/tehnician-ia-5/,SERVICIUL DE AMBULANȚĂ JUDEȚEAN MUREȘ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Mureş,https://posturi.gov.ro/?judet=Mureş,Permanent,2024-09-22: New entry
Registrator medical,https://posturi.gov.ro/anunt/registrator-medical-59/,"Spitalul de Recuperare ""Sf. Gheorghe"" Botosani","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Botoşani,https://posturi.gov.ro/?judet=Botoşani,Permanent,2024-09-22: New entry
"Secretar șef I, studii superioare, 1 normă – perioadă determinată",https://posturi.gov.ro/anunt/secretar-sef-i-studii-superioare-1-norma-perioada-determinata-2/,Liceul Agricol ”Dr. C. Angelescu” Buzau,"Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 17 septembrie,2024",Expiră in  27/09/2024,Buzău,https://posturi.gov.ro/?judet=Buzău,Temporar,2024-09-22: New entry
Administrator patrimoniu IS,https://posturi.gov.ro/anunt/administrator-patrimoniu-is-9/,Universitatea Maritima din Constanta,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-22: New entry
psiholog practicant categoria S,https://posturi.gov.ro/anunt/psiholog-practicant-categoria-s/,Direcția Generală de Asistență Socială și Protecția Copilului Sector 2 ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
inspector de specialitate grad IA – Serviciul Investiții,https://posturi.gov.ro/anunt/inspector-de-specialitate-grad-ia-serviciul-investitii/,Primăria municipiului Galați,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  23/09/2024,Galaţi,https://posturi.gov.ro/?judet=Galaţi,Temporar,2024-09-22: New entry
Secretar I S,https://posturi.gov.ro/anunt/secretar-i-s-26/,Liceul Waldorf Cluj-Napoca,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Temporar,2024-09-22: New entry
Asistent social debutant si Asistent social principal,https://posturi.gov.ro/anunt/asistent-social-debutant-si-asistent-social-principal/,Direcția de Asistență Socială Sebeș,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Alba,https://posturi.gov.ro/?judet=Alba,Permanent,2024-09-22: New entry
Asistent medical generalist,https://posturi.gov.ro/anunt/asistent-medical-generalist-187/,"Spitalul Municipal Carei, județul Satu Mare","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  24/09/2024,Satu Mare,https://posturi.gov.ro/?judet=Satu Mare,Temporar,2024-09-22: New entry
șofer microbuz școlar,https://posturi.gov.ro/anunt/sofer-microbuz-scolar-159/,"Primăria Comunei Adamclisi, județul Constanța","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Constanţa,https://posturi.gov.ro/?judet=Constanţa,Permanent,2024-09-22: New entry
Medic specialist în specialitatea cardiologie,https://posturi.gov.ro/anunt/medic-specialist-in-specialitatea-cardiologie-7/,Spitalul Municipal ”Dr Eugen Nicoară” Reghin,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Mureş,https://posturi.gov.ro/?judet=Mureş,Permanent,2024-09-22: New entry
CONSILIER II,https://posturi.gov.ro/anunt/consilier-ii-17/,PRIMĂRIA COMUNEI CHINTENI,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
paznic – 2 posturi,https://posturi.gov.ro/anunt/paznic-2-posturi-4/,"Muzeul de Artă Vizuală, Galați","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Galaţi,https://posturi.gov.ro/?judet=Galaţi,Permanent,2024-09-22: New entry
Muncitor calificat cu atribuții de șofer (microbuz scolar),https://posturi.gov.ro/anunt/muncitor-calificat-cu-atributii-de-sofer-microbuz-scolar/,Școala Gimnazială Specială „Constantin Pufan” Galați,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  24/09/2024,Galaţi,https://posturi.gov.ro/?judet=Galaţi,Temporar,2024-09-22: New entry
"femeie de serviciu (0,5 normă)",https://posturi.gov.ro/anunt/femeie-de-serviciu-05-norma/,"Școala Gimnazială Goiești, județul Dolj","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Dolj,https://posturi.gov.ro/?judet=Dolj,Permanent,2024-09-22: New entry
ÎNGRIJITOR GRUPĂ ÎNVĂȚĂMÂNT PREȘCOLAR,https://posturi.gov.ro/anunt/ingrijitor-grupa-invatamant-prescolar-19/,Grădinița cu Program Prelungit”Sclipiri de Stele” Floresti,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Permanent,2024-09-22: New entry
Agent control acces,https://posturi.gov.ro/anunt/agent-control-acces-10/,UNIVERSITATEA DE VEST,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  24/09/2024,Timiş,https://posturi.gov.ro/?judet=Timiş,Temporar,2024-09-22: New entry
"Muncitor calificat – tr. I, Muncitor calificat – tr. III",https://posturi.gov.ro/anunt/muncitor-calificat-tr-i-muncitor-calificat-tr-iii/,"Primăria Municipiului Miercurea-Ciuc, județul Harghita","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Harghita,https://posturi.gov.ro/?judet=Harghita,Permanent,2024-09-22: New entry
ingrijitor,https://posturi.gov.ro/anunt/ingrijitor-1971/,Universitatea Babes-Bolyai,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  24/09/2024,Cluj,https://posturi.gov.ro/?judet=Cluj,Temporar,2024-09-22: New entry
Muncitor calificat II- ZUGRAV/ZIDAR – compartiment TESA- Muncitori.,https://posturi.gov.ro/anunt/muncitor-calificat-ii-zugrav-zidar-compartiment-tesa-muncitori/,SPITALUL ORASENESC TANDAREI,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Ialomiţa,https://posturi.gov.ro/?judet=Ialomiţa,Permanent,2024-09-22: New entry
INFIRMIERA DEBUTANTA SI BRANCARDIER,https://posturi.gov.ro/anunt/infirmiera-debutanta-si-brancardier/,"SPITALUL MUNICIPAL ""SF.DR.COSMA SI DAMIAN"" RADAUTI","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  1/10/2024,Suceava,https://posturi.gov.ro/?judet=Suceava,Permanent,2024-09-22: New entry
"Îngrijitoare, spălătoreasă, lucrător social M principal și asistent medical PL principal",https://posturi.gov.ro/anunt/ingrijitoare-spalatoreasa-lucrator-social-m-principal-si-asistent-medical-pl-principal/,DIRECŢIA GENERALĂ DE ASISTENŢĂ SOCIALĂ ŞI PROTECŢIA COPILULUI BUZĂU,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Buzău,https://posturi.gov.ro/?judet=Buzău,Permanent,2024-09-22: New entry
functie de executie brancardier,https://posturi.gov.ro/anunt/functie-de-executie-brancardier/,Spitalul Clinic de Urgenţă Bagdasar - Arseni BUCURESTI,"Alte functii, Instituții locale, Funcții de execuție","Publicat în: 17 septembrie,2024",Expiră in  30/09/2024,Bucureşti,https://posturi.gov.ro/?judet=Bucureşti,Permanent,2024-09-22: New entry
