2 posturi de medic psihiatrie – politist de penitenciare,http://posturi.gov.ro/anunt/2-posturi-de-medic-psihiatrie-politist-de-penitenciare/,penitenciar spital bucuresti jilava,"Alte functii, Instituții regionale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Ilfov,http://posturi.gov.ro/?judet=Ilfov,Permanent
muncitor calificat (electrician),http://posturi.gov.ro/anunt/muncitor-calificat-electrician-7/,Colegiului Tehnic Energetic Cluj-Napoca,"Funcție publică, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Cluj,http://posturi.gov.ro/?judet=Cluj,Permanent
Îngrijitor si Bucătar,http://posturi.gov.ro/anunt/ingrijitor-si-bucatar-4/,Grădinița cu Program Prelungit „Sfânta Marina” Câmpulung,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Arges,http://posturi.gov.ro/?judet=Arges,Permanent
1 post medic boli infectioase – politist de penitenciare,http://posturi.gov.ro/anunt/1-post-medic-boli-infectioase-politist-de-penitenciare/,Penitenciarul Spital București Jilava,"Alte functii, Instituții regionale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Ilfov,http://posturi.gov.ro/?judet=Ilfov,Permanent
"ȘOFER CAT. B, C, E",http://posturi.gov.ro/anunt/1-post-sofer-cat-b-c-e/,UNIVERSITATEA NAȚIONALĂ DE ȘTIINȚĂ ȘI TEHNOLOGIE POLITEHNICA BUCUREȘTI,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  2/10/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
CONSILIER JURIDIC ii (s),http://posturi.gov.ro/anunt/consilier-juridic-ii-s/,"Universitatea Națională de Educație Fizică și Sport, sector 6, municipiul București","Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
BRANCARDIER (7 posturi),http://posturi.gov.ro/anunt/brancardier-7-posturi/,Spitalul Clinic Judetean de Urgență Sibiu,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Permanent
îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-423/,Grădinița cu Program Prelungit nr. 8 Vaslui,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Vaslui,http://posturi.gov.ro/?judet=Vaslui,Permanent
"Auditor, consilier, magaziner, sofer, asistent medical, medic recuperare, psiholog, kinetoterapeut",http://posturi.gov.ro/anunt/auditor-consilier-magaziner-sofer-asistent-medical-medic-recuperare-psiholog-kinetoterapeut/,COMPLEXUL SPORTIV NATIONAL ARCUL DE TRIUMF BUCURESTI,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
"REFERENT, TR.II, M – CASIER",http://posturi.gov.ro/anunt/referent-tr-ii-m-casier/,Clubului Sportiv GLORIA 2018 Bistrița-Năsăud,"Funcție contractuală, Consilii județene, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Bistriţa-Năsăud,http://posturi.gov.ro/?judet=Bistriţa-Năsăud,Permanent
249 posturi contractuale vacante de execuție,http://posturi.gov.ro/anunt/249-posturi-contractuale-vacante-de-executie/,Spitalul Universitar de Urgenţă Bucureşti,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
îngrijitoare I G,http://posturi.gov.ro/anunt/ingrijitoare-i-g/,"Școala Gimnazială „George Coșbuc” 23 August, localitatea 23 August , județul Constanța","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Permanent
1 post medic radiologie – politist de penitenciare,http://posturi.gov.ro/anunt/1-post-medic-radiologie-politist-de-penitenciare/,penitenciarul spital bucuresti jilava,"Alte functii, Instituții naționale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Ilfov,http://posturi.gov.ro/?judet=Ilfov,Permanent
"asistent medical (M, PL)",http://posturi.gov.ro/anunt/asistent-medical-m-pl/,"Primăria orașului Baraolt, județul Covasna","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Covasna,http://posturi.gov.ro/?judet=Covasna,Permanent
INFIRMIERĂ,http://posturi.gov.ro/anunt/infirmiera-35/,GRĂDINIȚA CU PROGRAM PRELUNGIT NR.8 BUZAU,"Alte functii, Guvern și ministere, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Buzău,http://posturi.gov.ro/?judet=Buzău,Permanent
Secretar (0.50 normă),http://posturi.gov.ro/anunt/secretar-0-50-norma/,Școala Gimnazială Targu-Logrești,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Gorj,http://posturi.gov.ro/?judet=Gorj,Permanent
"inspector, grad 1",http://posturi.gov.ro/anunt/inspector-grad-1/,"Comuna Drăguțești, județul Gorj","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Gorj,http://posturi.gov.ro/?judet=Gorj,Permanent
Administrator financiar,http://posturi.gov.ro/anunt/administrator-financiar-125/,"Școala Gimnazială Nr. 1 Tămășeu, județul Bihor","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Bihor,http://posturi.gov.ro/?judet=Bihor,Permanent
îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-412/,Școala Gimnazială Nr.2 Crețești,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Ilfov,http://posturi.gov.ro/?judet=Ilfov,Permanent
1 post de  medic medicina de laborator – polițist de penitenciare,http://posturi.gov.ro/anunt/1-post-de-medic-medicina-de-laborator-politist-de-penitenciare/,Penitenciarul Spital București Jilava,"Alte functii, Instituții regionale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Ilfov,http://posturi.gov.ro/?judet=Ilfov,Permanent
medic primar specialitatea epidemiologie,http://posturi.gov.ro/anunt/medic-primar-specialitatea-epidemiologie-3/,Direcţia de Sănătate Publică a Judeţului Iaşi,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
ÎNGRIJITOR,http://posturi.gov.ro/anunt/ingrijitor-427/,"Școala Gimnazială nr. 1 Siliștea, județul Constanța","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Permanent
Restaurator IA,http://posturi.gov.ro/anunt/restaurator-ia/,Unitatea Militară 01835 Bucureşti                     ,"Funcție contractuală, Unități militare, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
1 post de medic medicină generală/medicină de familie – politist de penitenciare – bagr,http://posturi.gov.ro/anunt/1-post-de-medic-medicina-generala-medicina-de-familie-politist-de-penitenciare-bagr/,"Baza Aprovizionare, Gospodărire şi Reparaţii ","Alte functii, Instituții regionale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  28/09/2023,Ilfov,http://posturi.gov.ro/?judet=Ilfov,Permanent
Administrator cantină socială,http://posturi.gov.ro/anunt/administrator-cantina-sociala-3/,"Primaria Comunei Viile, județul Satu Mare","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  29/09/2023,Satu Mare,http://posturi.gov.ro/?judet=Satu Mare,Temporar
inspector de specialitate SI,http://posturi.gov.ro/anunt/inspector-de-specialitate-si-2/,Direcția de Asistență Socială Brașov,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
"psiholog, grad profesional practicant",http://posturi.gov.ro/anunt/psiholog-grad-profesional-practicant/,Directia Generala de asistenta sociala si protectia copilului neamt,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Neamţ,http://posturi.gov.ro/?judet=Neamţ,Permanent
Inspector de specialitate iA–secțiE sport–Handbal,http://posturi.gov.ro/anunt/inspector-de-specialitate-ia-sectie-sport-handbal/,CLUBUL  SPORTIV MUNICIPAL CONSTANȚA,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  3/10/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Permanent
"Ospatar tr.IV, poz.26",http://posturi.gov.ro/anunt/ospatar-tr-iv-poz-26/,Universitatea Tehnică „Gheorghe Asachi” din Iași,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 14 septembrie,2023",Expiră in  27/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
"funcției contractuale de arhivar, treapta I la compartimentul Relații publice și registratură",http://posturi.gov.ro/anunt/functiei-contractuale-de-arhivar-treapta-i-la-compartimentul-relatii-publice-si-registratura/,INSTITUTIA PREFECTULUI-JUDETUL ILFOV,"Funcție contractuală, Prefecturi, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
"Medic specialist specialitatea Diabet, nutriție și boli metabolice",http://posturi.gov.ro/anunt/medic-specialist-specialitatea-diabet-nutritie-si-boli-metabolice-2/,S.C.SPITALUL ORASENESC S.R.L. VIDELE,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Teleorman,http://posturi.gov.ro/?judet=Teleorman,Permanent
Medic specialist specialitatea medicina interna,http://posturi.gov.ro/anunt/medic-specialist-specialitatea-medicina-interna-3/,S.C.SPITALUL ORASENESC S.R.L. VIDELE,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Teleorman,http://posturi.gov.ro/?judet=Teleorman,Permanent
ÎNGRIJITOARE COPII,http://posturi.gov.ro/anunt/ingrijitoare-copii-4/,"Grădiniţa cu Program Prelungit Nr.4, Moreni, județul Dâmbovița","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Dâmboviţa,http://posturi.gov.ro/?judet=Dâmboviţa,Permanent
Îngrijitor copii,http://posturi.gov.ro/anunt/ingrijitor-copii-21/,"Grădiniţa cu Program Prelungit Nr.7, Galaţi","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Galaţi,http://posturi.gov.ro/?judet=Galaţi,Permanent
îngrijitor I M,http://posturi.gov.ro/anunt/ingrijitor-i-m-21/,Liceul Tehnologic Costești ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Arges,http://posturi.gov.ro/?judet=Arges,Permanent
Secretar,http://posturi.gov.ro/anunt/secretar-64/,Liceul Vocațional de Muzică „Tudor Ciortea” Brașov ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  6/10/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
șofer microbuz școlar,http://posturi.gov.ro/anunt/sofer-microbuz-scolar-40/,"Primăria Comunei Putineiu, județul Giurgiu","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Giurgiu,http://posturi.gov.ro/?judet=Giurgiu,Permanent
"Muncitor calificat bucătar, Îngrijitoare",http://posturi.gov.ro/anunt/muncitor-calificat-bucatar-ingrijitoare/,"Grădinița „Licurici”, București","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  28/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
Secretar Şef,http://posturi.gov.ro/anunt/secretar-sef-33/,"Școala Gimnazială „Episcop Iacov Antonovici”, Bârlad, județul Vaslui","Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Vaslui,http://posturi.gov.ro/?judet=Vaslui,Permanent
Guard,http://posturi.gov.ro/anunt/guard-20/,U.A.T. Comuna Luizi Călugăra,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bacău,http://posturi.gov.ro/?judet=Bacău,Permanent
TEATRUL MUNICIPAL TONY BULANDRA TARGOVISTE,http://posturi.gov.ro/anunt/teatrul-municipal-tony-bulandra-targoviste-2/,Teatrul Municipal Tony Bulandra targoviste,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Dâmboviţa,http://posturi.gov.ro/?judet=Dâmboviţa,Permanent
bucatar,http://posturi.gov.ro/anunt/bucatar-42/,"LICEUL TEORETIC DE INFORMATICA ""GRIGORE MOISIL"" ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
muncitor de intretinere,http://posturi.gov.ro/anunt/muncitor-de-intretinere-12/,liceul teoretic tudor vianu giurgiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Giurgiu,http://posturi.gov.ro/?judet=Giurgiu,Permanent
"Șef formație muncitori,  bucătar, ospătar, ajutor bucătar, ajutor ospatar, spălător vase",http://posturi.gov.ro/anunt/sef-formatie-muncitori-bucatar-ospatar-ajutor-bucatar-ajutor-ospatar-spalator-vase/,COMPLEXUL SPORTIV NATIONAL ARCUL DE TRIUMF BUCURESTI,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
Șef formație muncitori Serviciul Baze Sportive,http://posturi.gov.ro/anunt/sef-formatie-muncitori-serviciul-baze-sportive/,COMPLEXUL SPORTIV NATIONAL ARCUL DE TRIUMF BUCURESTI,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
infirmiera,http://posturi.gov.ro/anunt/infirmiera-31/,directia generala de asistenta sociala constanta,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Permanent
Registrator medical (6 posturi),http://posturi.gov.ro/anunt/registrator-medical-6-posturi/,Spitalul Clinic Judetean de Urgenta Sibiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Permanent
Muncitor necalificat II,http://posturi.gov.ro/anunt/muncitor-necalificat-ii-3/,Directia Generala de Salubritate Sector 3,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
Laborant,http://posturi.gov.ro/anunt/laborant-18/,liceul teoretic tudor vianu giurgiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Giurgiu,http://posturi.gov.ro/?judet=Giurgiu,Permanent
ingrijitor,http://posturi.gov.ro/anunt/ingrijitor-410/,Scoala Gimnaziala Nr. 1 Varasti ,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Giurgiu,http://posturi.gov.ro/?judet=Giurgiu,Permanent
ingrijitor,http://posturi.gov.ro/anunt/ingrijitor-399/,"LICEUL TEORETIC DE INFORMATICA ""GRIGORE MOISIL"" ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
muncitor,http://posturi.gov.ro/anunt/muncitor-57/,Serviciul de Alimentare cu Apă Brăhășești,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Galaţi,http://posturi.gov.ro/?judet=Galaţi,Permanent
Inspector de specialitate (RSVTI),http://posturi.gov.ro/anunt/inspector-de-specialitate-rsvti/,SERVICIUL PUBLIC LOCAL DE TERMOFICARE BRAȘOV,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
"muncitor II cu atributiuni de șofer, post vacant, pe      perioadă nedeterminată;",http://posturi.gov.ro/anunt/muncitor-ii-cu-atributiuni-de-sofer-post-vacant-pe-perioada-nedeterminata/,"Clubul Sportiv Scolar,  Slatina, județul OLT","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Olt,http://posturi.gov.ro/?judet=Olt,Permanent
"ingrijitor I, post vacant, pe perioadă nedeterminată",http://posturi.gov.ro/anunt/ingrijitor-i-post-vacant-pe-perioada-nedeterminata-3/,"Școala Gimnazială Nr.24, Timișoara, județul Timiș","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Timiş,http://posturi.gov.ro/?judet=Timiş,Permanent
administrator patrimoniu M I,http://posturi.gov.ro/anunt/administrator-patrimoniu-m-i/,Universitatea ”Ovidius” Constanța,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Constanţa,http://posturi.gov.ro/?judet=Constanţa,Permanent
ingrijitor( femeie de serviciu),http://posturi.gov.ro/anunt/ingrijitor-femeie-de-serviciu-8/,liceul teoretic tudor vianu giurgiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Giurgiu,http://posturi.gov.ro/?judet=Giurgiu,Permanent
referent treapta 1a,http://posturi.gov.ro/anunt/referent-treapta-1a/,direcția națională anticorupție,"Funcție contractuală, Guvern și ministere, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
"inspector de sopecialitate, gr.i, inspector de specialitate gr.debutant",http://posturi.gov.ro/anunt/inspector-de-sopecialitate-gr-i-inspector-de-specialitate-gr-debutant/,primaria municipiului suceava judetul suceava,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Suceava,http://posturi.gov.ro/?judet=Suceava,Permanent
PAZNIC,http://posturi.gov.ro/anunt/paznic-100/,"Școala Gimnazială Dimitrie Cantemir Fetești, județul Ialomița","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Ialomiţa,http://posturi.gov.ro/?judet=Ialomiţa,Permanent
Asistent medical principal,http://posturi.gov.ro/anunt/asistent-medical-principal-16/,"Comuna Oituz, județul Bacău","Funcție contractuală, Primării, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Bacău,http://posturi.gov.ro/?judet=Bacău,Permanent
Șef oficiu verificare proiecte,http://posturi.gov.ro/anunt/sef-oficiu-verificare-proiecte-2/,Institutul Național al patrimoniului,"Funcție contractuală, Instituții naționale, Funcții de conducere","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
îngrijitor copii,http://posturi.gov.ro/anunt/ingrijitor-copii-19/,Grădinița cu program prelungit nr. 28 Sibiu,"Alte functii, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  6/10/2023,Sibiu,http://posturi.gov.ro/?judet=Sibiu,Permanent
bucatar,http://posturi.gov.ro/anunt/bucatar-41/,"LICEUL TEORETIC DE INFORMATICA ""GRIGORE MOISIL"" ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  20/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Temporar
Administrator financiar (Contabil Șef),http://posturi.gov.ro/anunt/administrator-financiar-contabil-sef-16/,"Școala Gimnazială „Episcop Iacov Antonovici”, Bârlad, județul Vaslui","Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Vaslui,http://posturi.gov.ro/?judet=Vaslui,Permanent
"Ingrijitor, poz.2",http://posturi.gov.ro/anunt/ingrijitor-poz-2/,Universitatea tehnica „Gheorghe Asachi” din Iasi,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
Asistent medical comunitar,http://posturi.gov.ro/anunt/asistent-medical-comunitar-48/,PRIMĂRIA COMUNEI Pădina,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Mehedinţi,http://posturi.gov.ro/?judet=Mehedinţi,Permanent
MUNCITOR CALIFICAT (automatist),http://posturi.gov.ro/anunt/muncitor-calificat-automatist/,SERVICIUL PUBLIC LOCAL DE TERMOFICARE BRAȘOV,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
cONTABIL ȘEF,http://posturi.gov.ro/anunt/contabil-sef-42/,ȘCOALA GIMNAZIALĂ DIMITRIE A STURDZA IAȘI,"Funcție contractuală, Instituții locale, Funcții de conducere","Publicat în: 13 septembrie,2023",Expiră in  22/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
îngrijitor școală,http://posturi.gov.ro/anunt/ingrijitor-scoala-13/,Liceul Teoretic „William Shakespeare” Timisoara,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Timiş,http://posturi.gov.ro/?judet=Timiş,Permanent
Asistent medical comunitar,http://posturi.gov.ro/anunt/asistent-medical-comunitar-49/,PRIMĂRIA COMUNEI Pădina,"Funcție contractuală, Primării, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Mehedinţi,http://posturi.gov.ro/?judet=Mehedinţi,Permanent
"sef centru ii, as soc spec.,psih.spec., educator, ingrijitor, paznic,psih.pract.",http://posturi.gov.ro/anunt/sef-centru-ii-as-soc-spec-psih-spec-educator-ingrijitor-paznicpsih-pract/,directia de asistență socială a municipiului timisoara,"Funcție contractuală, Instituții locale, Funcții de conducere,Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Timiş,http://posturi.gov.ro/?judet=Timiş,Permanent
Muncitor calificat,http://posturi.gov.ro/anunt/muncitor-calificat-69/,"LICEUL TEORETIC DE INFORMATICA „GRIGORE MOISIL"", Iași ","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
INGINER SISTEM,http://posturi.gov.ro/anunt/inginer-sistem/,Spitalul Clinic de Urgență pentru Copii  Brașov,"Funcție contractuală, Instituții județene, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
"îngrijitor, post vacant, pe perioadă nedeterminată",http://posturi.gov.ro/anunt/ingrijitor-post-vacant-pe-perioada-nedeterminata-37/,"Grădinița Paradisul Verde, București,  sector 5,","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
instructor de educație,http://posturi.gov.ro/anunt/instructor-de-educatie-5/,"Căminul de Pensionari „Sf. Cuv. Parascheva”, Iași","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Iaşi,http://posturi.gov.ro/?judet=Iaşi,Permanent
Îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-422/,"Școala Gimnazială Mugeni, județul Harghita","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Harghita,http://posturi.gov.ro/?judet=Harghita,Permanent
analist programator,http://posturi.gov.ro/anunt/analist-programator-6/,"Colegiul Național ,,Cantemir Vodă"", București","Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
paznic,http://posturi.gov.ro/anunt/paznic-97/,liceul teoretic tudor vianu giurgiu,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Giurgiu,http://posturi.gov.ro/?judet=Giurgiu,Permanent
muncitor necalificat,http://posturi.gov.ro/anunt/muncitor-necalificat-67/,Universitatea Națională de Știință și Tehnologie POLITEHNICA București,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
"Referent de specialitate i – Serviciul Resurse Umane, normare, organizare, salarizare",http://posturi.gov.ro/anunt/referent-de-specialitate-i-serviciul-resurse-umane-normare-organizare-salarizare/,Spitalul Clinic de Urgență „Sf. Ioan” București,"Funcție contractuală, Instituții naționale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
Inspector de specialitate (expert achiziții),http://posturi.gov.ro/anunt/inspector-de-specialitate-expert-achizitii/,SERVICIUL PUBLIC LOCAL DE TERMOFICARE BRAȘOV,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  26/09/2023,Braşov,http://posturi.gov.ro/?judet=Braşov,Permanent
INGRIJITOR,http://posturi.gov.ro/anunt/ingrijitor-406/,SCOALA GIMNAZIALA NR.81,"Alte functii, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
expert,http://posturi.gov.ro/anunt/expert-10/,SCOALA NATIONALA DE STUDII POLITICE SI ADMINISTRATIVE,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  29/09/2023,Bucureşti,http://posturi.gov.ro/?judet=Bucureşti,Permanent
Îngrijitor,http://posturi.gov.ro/anunt/ingrijitor-396/,Gradinita CU PROGRAM PRELUNGIT fLOARE de colt,"Funcție contractuală, Instituții locale, Funcții de execuție","Publicat în: 13 septembrie,2023",Expiră in  27/09/2023,Hunedoara,http://posturi.gov.ro/?judet=Hunedoara,Permanent
