judet,uat,echipa_interventie,fond_cinegetic_alungare,data_interventie,longitudine_alungare,latitudine_alungare,numar_raport_alungare,identificare_relocare,fond_cinegetic_relocare,data_relocare,longitudine_relocare,latitudine_relocare,numar_raport_relocare,identificare_eutanasiere,fond_cinegetic_eutanasiere,longitudine_eutanasiere,latitudine_eutanasiere,nr._raport_interventie_eutanasiere,identificare_impuscare,fond_cinegetic_impuscare,longitudine_impuscare,latitudine_impuscare,nr._raport_interventie_impuscare,sex_urs,descriere_eveniment,metoda_interventie,adaugat_de
,PETROŞANI,,PETROSANI 66,,423.4401,45.39038,4047/04.05.2023,,,,,,,,,,,,,,,,,,"In urma semnalarii unui exemplar de urs in intravilanul mun. Petrosani, in zona parcarii auto a cabanei Rusu, s-a semnalat prezenta acestuia la 112, iar la fata locului  s-a deplasat echipa de interventie pentru luarea masurilor si s-a decis monitorizarea zonei de catre o patrula a Jandarmeriei Romane. Ursul nu a mai aparut in zona, iar acest incident a fost clasat de risc redus.",Alungat,Anca Ungureanu
,AREFU,"Jandarmerie, Primărie, Fond cinegetic, reprezentant medic veterinar",AREFU 5,,45.222604,24.383103,9,,,,,,,,,,,,,,,,,Mascul,"Echipa de intervenție s-a deplasat în urma apelului telefonic al d-lui Paul Pena, care a semnalat că în zona DN 7C km 65 este un urs la marginea drumului",Alungat,Petruta Ghica
,MEREI,"IJJ , UAT Merei, AJVPS Buzau",MONTEORU 20,,,,,,,,,,,,,,,,,,,,,,"Apel  112  urs prezent in satul Nenciulești  , la intrunirea comisiei ursul  nu a mai  fost gasit , echipa a ramas in zona  ptr alungare",Alungat,Ioana Diaconescu
,BĂLAN,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc.",BALAN 15,,25.80771,46.65566,1840/11.04.2023,,,,,,,,,,,,,,,,,,"Echipa a fost alertata din cauza unui exemplar de urs in intravilan, zona casei de cultura. La sosirea in fata locului ursul nu mai era in zona.",Alungat,Szabo Szilard
,NEHOIU,"IJJ Buzău, UAT Nehoiu",PATARLAGELE 30,,45.37525,26.31537,4,,,,,,,,,,,,,,,,,,"In urma apelului 112, persoana pagubita anunta ca in satul Chirlesti, gospodaria proprie este atacata de urs.",Alungat,Mihaela Ifrim
,NEHOIU,"IJJ Buzau, reprezentantul UAT Nehoiu",VALEA NEHOIULUI 32,,45.411338,26.310739,3,,,,,,,,,,,,,,,,,,"In jurul orei 23,50 un autoturism care circula pe DN 10, în satul Paltineni din Nehoiu a fost lovit de urs care încerca să treaca drumul catre padure. Autorismul BZ70 SCC circula din Patarlagele spre Nehoiu. Proprietarul a apelat 112 anuntand imediat accidentul.",Alungat,Mihaela Ifrim
,OITUZ,Jandarmerie-IJJ Bacau/DT3 Jandarmi; UAT - PRIMAR,OITUZ 20,,,,10192/10.05.2023,,,,,,,,,,,,,,,,,Femela cu pui,"Primarul comunei Oituz a fost anuntat de catre personalul jandarmeriei ca o persoana a fost atacata de catre o ursoaica in padure, sat Poiana Sarata, pct. Carpinis.. Echipa de interventie s-a deplasat la punctul indicat, dar ursoaica si cei 2 pui nu au mai fost gasiti.  Pentru preventie au fost folosite semnale acustice si luminoase.",Alungat,Anca Macor
,MĂNECIU,"jandarmi, politia locala, gestionar fc, medic veterinar",CALDARUSANCA 31,,45.311398,25.988743,7633/11.05.2023,,,,,,,,,,,,,,,,,Femela cu pui,Femela de circa 4 ani cu 2 pui alungata din intravilan,Alungat,Crina Popa
,MĂNECIU,"jandarmi, politia locala, gestionar fc, medic veterinar",CALDARUSANCA 31,,45.3114,25.988716,7735/12.05.2023,,,,,,,,,,,,,,,,,Mascul,"Alungare mascul de circa 4 ani, cu semnale acustice si luminoase",Alungat,Crina Popa
,PLĂIEŞII DE JOS,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",CASIN 27,,26.051614,46.166975,1/08.05.2023,,,,,,,,,,,,,,,,,Mascul,"Echipa a fost convocata din cauza atacului  de urs asupra animalelor domestice.  Masculul de urs, care a mai cauzat pagube in aceasta locatie a omorat o vaca. La sosirea echipei s-a putut constata numai vaca ucisa si urmele lasate de urs.",Alungat,Szabo Szilard
,PREDEAL,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,25.6267325,45.5862871,7454,,,,,,,,,,,,,,,,,,Printr-un apel la 112 s-a semnalat prezenta unui exemplar de urs in intravilan -Timisul de Jos. S-a convocat comisia si echipa de interventie a luat decizia de alungare a ursului in zona impadurita din apropiere cu ajutorul mijloacelor acustice si luminoase.,Alungat,Mirela Moisa
,MEREI,"IJJ Buzău, reprezentant UAT merei, reprezentant AJVPS Buzau",MONTEORU 20,,45.130239,26.678195,6373/18.05.2023,,,,,,,,,,,,,,,,,,"La ora 20.20-18.05.2023, dl. Brânza Constantin a sunat la 112 semnalând ca în drumul dintre Merei si Sarata Monteoru -zona pligonului este un urs . Echipa de interventie a ajuns la fata locului, dar ursul   nu a fost gasit in zona.",Alungat,Mihaela Ifrim
,TÂRGU MUREŞ,"Primar, Reprezentant jandarmerie,  reprezentant fond de vanatoare, medic veterinar",,,,,,,,28-04-2023,24.3525,46.3239,29594/541/28.04.2023,,,,,,,,,,,Femela,"Urs aflat in  intravilanul municipiului Târgu Mures, între str. Negoiului şi Posada . S-a întrunit CLSU şi s-a hotărât la tranchilizarea şi relocarea exemplarului de urs  în fondul de vanatoare  indicat de Garda Forestiera Brasov.",Relocat,Nagy Hajnal
,CORUNCA,"Viceprimar, repreyentant jandarmerie, reprezentant fond de vanatoare, medic veterinar",,,,,,642090003701404,,08-05-2023,24.53881,47.05313,6744/09.05.2023,,,,,,,,,,,Femela,"Urs tranchilizat si relocat din intravilanul localitatii Corunca, str Intre Dealuri ( alungat de mai multe ori), in fondul cinegetic indicat de Garda Forestiera Brasov.",Relocat,Nagy Hajnal
,PETELEA,"Primar, reprezentant Jandarmerie , reprezentant fond de vanatoare",GORNESTI 21,,24.79114,46.7072,2423/11.04.2023,,,,,,,,,,,,,,,,,Femela cu pui,"Urs alungat din intravilanul loc Habic, com Petelea, jud Mures.",Alungat,Nagy Hajnal
,PETELEA,"Primar, reprezentant jandarmerie, reprezentant fond de vanatoare",GORNESTI 21,,24.79114,46.7072,2475/18.04.2023,,,,,,,,,,,,,,,,,Femela,"Urs alungat din intravilanul localitatii Habic, comuna Petelea, jud Mures.",Alungat,Nagy Hajnal
,PETELEA,"Primar, reprezentant jandarmerie, reprezentant fond de vanatoare",GORNESTI 21,,24.79114,46.7072,2505/20.04.2023,,,,,,,,,,,,,,,,,Femela,"Urs alungat din intravilanul loc Habic, com Petelea jud Mures.",Alungat,Nagy Hajnal
,MEREI,"IJJ Bz, UAT, AVPS Califarul",GURA SARATII 21,,,,6283/16.05.2023,,,,,,,,,,,,,,,,,,"Apel 112  prezenta unui urs in sat Ograzile com Merei,  ursul nu a fost gasit,  conform  gestionarului urmele gasite in zona corespund speciei mistret Sus scrofa",Alungat,Ioana Diaconescu
,RÂŞNOV,"Reprezentant UAT Rasnov, reprezentant tehnic gestionar, reprezentant Politie",FC,,45.589543,25.474931,4,,,,,,,,,,,,,,,,,,"În urma apelului la 112 echipa de intervenție s-a deplasat în zona Valea Cetății pentru a îndepărta un urs (de aproximativ 2 ani după spusele cetățenilor) care a fost văzut la tomberoanele de gunoi. Comisia s-a întrunit fără a efectua vreo acțiune, ursul nemaiputând fi observat.",Altele,Mirela Moisa
,RÂŞNOV,"Reprezentant UAT, reprezentant personal tehnic gestionar, reprezentant Poliția Locală Râșnov",RASNOV 26,,45.589543,25.474931,5,,,,,,,,,,,,,,,,,,"Probabil ursul pentru care s-a intocmit raportul nr 4 (tineret, aprox 2 ani) a revenit în zona Dino Parc-Cetatea Râșnov. S-a convocat comisia cf OUG81/2021 pentru a putea fi indepartat in fondul forestier. A fost alungat folosindu-se mijloace acustice si aruncandu-se cu pietre si craci.",Alungat,Mirela Moisa
,CÂMPENI,"UAT Câmpeni, AJVPS Alba, medic veterinar Chirilă Mircea",CIURULEASA 7,,23.0552,46.3622,6328/18.05.2023,,,,,,,,,,,,,,,,,,indepartare urs de aproximativ 2 ani,Alungat,Nicolae Oprica
,CÂMPENI,"UAT Câmpeni, AJVPS Alba, medic veterinar Chirilă Mircea",CIURULEASA 7,,23.0511,46.3591,6376/19.05.2023,,,,,,,,,,,,,,,,,,"Echipa de intervenţie nu a mai observat ursul la ieşirea în teren. Au fost observate pagubele produse de urs, respectiv 4 stupi de albine.",Alungat,Nicolae Oprica
,SLĂNIC,"jandarmi, reprezentant UAT, gestionar FC, medic veterinar",PALTINET 35,,45.230988,25.930994,5117/22.05.2023,,,,,,,,,,,,,,,,,Mascul,mascul de 6 ani alungat cu mijloace acustice,Alungat,Crina Popa
,PREDEAL,"Reprezentant UAT Predeal, reprezentant Jandarmerie, medic veterinar, reprezentant personal tehnic gestionar",TIMIS 18,,45.5219511,25.576713,8101,,,,,,,,,,,,,,,,,Femela cu pui,"In urma unui apel la 112  s-a sesizat prezenta unei femele de urs brun cu trei pui care a intentionat sa atace un animal domestic (bovina) , însă a fost oprită de câinii din gospodărie. Exemplarele de urs au fost alungate cu dificultate in zona impadurita.S-au utilizat semnale acustice si luminoase.",Alungat,Mirela Moisa
,BRAŞOV,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fauna salbatica",TIMIS 18,,45.603494,25.544174,75124,,,,,,,,,,,,,,,,,,In urma convocarii echipei de interventie a fost luata decizia de alungare a exemplarului din Poiana Brasov (zona Hotelului Silver unde a fost semnalat de turisti). A fost luata decizia de alungare spre zona impadurita din apropiere folosindu-se semnale acustice si luminoase.,Alungat,Mirela Moisa
,MEREI,"IJJ Buzău, reprezentant AJVPS Bz, persoana pagubita Chiriciou Vasile",MONTEORU 20,,45.160828,26.665309,6411/21.05.2023,,,,,,,,,,,,,,,,,,"În data de 21.05.2023 ora 11.50, Chiricioiu Vasile din satul Valea Putului a anuntat prezenta unui urs care a atacat stana, ranind o oaie. La fata locului nu a mai fost gasit ursul in zona satului Valea Putului și a schitului Ciobanoaia.",Alungat,Mihaela Ifrim
,DĂRMĂNEŞTI,"Jandarmerie - UM 0836, UAT Darmanesti, Gestionar - A.V.P.S. Colț Alb",DARMANESTI 14,,,,7747/23.05.2023,,,,,,,,,,,,,,,,,Femela cu pui,A fost alungata o ursoaica cu trei pui cu ajutorul mijloacelor acustice si luminoase.,Alungat,Anca Macor
,DĂRMĂNEŞTI,"Jandarmerie, UAT Darmanesti, Gestionar - A.V.P.S. Colț Alb",DARMANESTI 14,,,,7745/23.05.2023,,,,,,,,,,,,,,,,,Femela cu pui,"A fost alungata o ursoaica cu trei pui cu ajutorul mijloacelor acustice, luminoase si a petardelor.",Alungat,Anca Macor
,DĂRMĂNEŞTI,"Jandarmerie- UM 0836, UAT Darmanesti, Gestionar - A.V.P.S. Colț Alb",DARMANESTI 14,,,,7746/23.05.2023,,,,,,,,,,,,,,,,,Femela cu pui,S-a intervenit cu ajutorul mijloacelor acustice pentru indepartarea unei ursoaice cu 3 pui din zona Rachitis.,Alungat,Anca Macor
,MEREI,"Reprezentant IJJ Buzău, reprezentant UAT Merei",MONTEORU 20,,45.160828,26.665309,6555-24.05.2023,,,,,,,,,,,,,,,,,,"In urma apelului de urgenta 112 de la ora 22,30, s-a anuntat prezenta unui urs in satul Valea Putului. Echipa de jandarmi si reprezentantul primariei UAT Merei au mers la fata locului, dar ursul nu a fost gasit .",Alungat,Mihaela Ifrim
,MĂRĂCINENI,"Jandarmerie, Primărie, Fond cinegetic",MICESTI 27,,44.9173,24.86278,,,,,,,,,,,,,,,,,,,"Sesizare prin SMUAU 112, in interiorul curții Vilei Micescu, a fost observat un urs de către trei tineri. La sosirea  echipei de intervenție ursul nu a mai fost găsit.",Alungat,Petruta Ghica
,SOHODOL,"Reprezentant UAT Sohodol, Jandarmerie, AJVPS Alba, medic veterinar Chirila Mircea",VIDRA 6,,23.0303,46.354,1454574/24.05.2023,,,,,,,,,,,,,,,,,,"Ursul a fost observat direct de o persoana care a alertat Jandarmeria. Reprezentantul AJVPS Alba a apreciat varsta dupa urmele lasate, fiind estimat ca ursul are aproximativ 2 ani.",Alungat,Nicolae Oprica
,PREDEAL,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.31215,25.34315,8357,,,,,,,,,,,,,,,,,Femela cu pui,"Ca urmare a apelului la 112 s-a convocat echipa de interventie si s-a luat decizia de alungare in zona impadurita. Alungarea ursoaicei cu pui s-a realizat cu ajutorul semnalelor acustice si luminoase.Gradul de risc a fost evaluat ca fiind mediu. Interventia s-a desfasurat in zona Timisul de Sus, sos.Nationala, nr 38.",Alungat,Mirela Moisa
,BRAŞOV,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.594891,25.547528,76661,,,,,,,,,,,,,,,,,,In urma convocarii echipei de interventie a fost luata decizia de alungare in zona impadurita din fata hotelului Piatra Mare din Poiana Brasov.Exemplarul frecventeaza zona ghenei de gunoi din parcarea hotelurilor Piatra Mare si Caraiman.,Alungat,Mirela Moisa
,GURA CALIŢEI,"reprezentant UAT, personal din cadrul IJJ Vrancea, reprezentant gestionar fond cinegetic AJVPS Vrancea, medic veterinar imputernicit",,,,,3380,,,,,,,,,,,,,,,,,,exemplar alungat prin zgomot  de echipa de interventie,Alungat,Radu Sandu
,BECENI,"Reprezentant IJJ Buzau, reprezentant UAT Beceni",BECENI 41,,45.364267,26.775055,1,,,,,,,,,,,,,,,,,,"A fost semnalat prin apel 112 prezenta unui urs,in jurul orei 22.3, care s-a deplasat in satul Valea Părului, pe o distanta de 1,5 km. A fost alungat de catre jandarmi spre un drum lateral, ulterior nemaifiind vazut.",Alungat,Mihaela Ifrim
,MILAŞ,"Plt. Adj- I.J.J BN, Primar comuna Milaș, Reprezentant gestionar fond cinegetic",MICESTI 39,,24.418694,46.821776,1/24.05.2023,,,,,,,,,,,,,,,,,,La sosirea echipei de intervenție ursul nu a mai fost in zona.,Alungat,Rus Paul
,BRAŞOV,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fauna cinegetica",TIMIS 18,,45.641021,25.606538,77412,,,,,,,,,,,,,,,,,Femela cu pui,"In urma convocarii echipei de interventie generata de prezenta unei femele cu doi pui in zona Muntelui Tampa, a fost luata decizia de alungare a ursoaicei cu cei doi pui in zona impadurita. Exemplarele au fost alungate folosindu-se semnale acustice.",Alungat,Mirela Moisa
,SĂRMAŞ,"Personal jandarmerie, reprezentant UAT, personal tehnic gestionar fc., medic veterinar imputernicit",,2023-05-23,,,,,,,,,,,,,,,,MURES 3,25.4386,46.86275,4037/24.05.2023,Femela,Femela de urs a produs pagube in mod repetat in intravilanul localitatii.  Au avut loc mai multe interventii de alungare de catre Jandarmerie. S-a incercat capturarea prin tranchilizare a exemplarului ar in cursul interventiei animalul a atacat echipa cauza din care s-a decis extragerea prin impuscare care a fost efectuat de catre personalul de specialitate a gestionarului fc. pe baza contractului de prestari e servicii cu UAT Sarmas.,Împușcare,Szabo Szilard
,BRAŞOV,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.38295,25.36447,78007,,,,,,,,,,,,,,,,,,"In urma apelului la 112 a fost semnalata prezenta unui urs(tineret, aprox 2-3 ani) pe b-dul Muncii, nr.20.Echipa de interventie a dispus alungarea spre zona impadurita. S-a format un cordon pentru eficientizarea alungarii. Actiunea s-a desfasurat cu dificultate.",Alungat,Mirela Moisa
,RÂŞNOV,"Reprezentant UAT, reprezentant Jandarmerie, reprezentant fond cinegetic",TIMIS 18,,45.589543,25.474931,6,,,,,,,,,,,,,,,,,,Echipa de interventie s-a deplasat in zona Valea Cetatii pentru a verifica prezenta unui exemplar de urs(posibil mascul de cca 2 ani) care frecventeaza zona Valea Cetatii - DinoParc. Se urmareste capturarea pentru relocarea acestuia. Ursul nu a mai venit in zona.,Altele,Mirela Moisa
,PREDEAL,"Reprezentant UAT, reprezentant Jandarmerie,medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.509119,25.571105,8465,,,,,,,,,,,,,,,,,,"In urma apelului la 112 privind aparitia unei ursoaice cu doi pui pe str. Mihai Viteazu din Predeal, s-a deplasat echipa constituita conform prevederilor OUG 81/2021. La fata locului a fost gasit un singur exemplar de urs brun care a fost alungat cu ajutorul semnalelor acustice si luminoase.",Alungat,Mirela Moisa
,PREDEAL,"Reprezentant UAT, reprezentant Jandarmerie, medic veterinar, reprezentant gestionar fond cinegetic",TIMIS 18,,45.521618,25.576964,8502,,,,,,,,,,,,,,,,,Femela cu pui,In urma apelului la 112 s-a convocat echipa de interventie si s-a luat decizia de alungare a femelei de urs brun cu pui din zona intravilanului in zona impadurita.,Alungat,Mirela Moisa
,GURA CALIŢEI,"reprezentant IJJ Vrancea,  reprezentant UAT - primar,  paznic fond cinegetic,  medic veterinar imputernicit",,,,,,,,,,,,,,,,,,,,,,,Exemplar alungat din intravilanul localitatii Gura Calitei prin mijloace acustice si luminoase,Alungat,Radu Sandu
,IVĂNEŞTI,"reprezentant Jandarmeria Romana, IJJ Vaslui, reprezentant UAT Ivăneşti, medic veterinar, reprezentant FC 2 Negreşti - AJVPS Vaslui, reprezentant ISU Vaslui",NEGRESTI 2,,682369.871,574110.112,1/2023,,,,,,,,,,,,,,,,,,"S-a acţionat conform procedurii. In jurul orei 6.40 a fost zărit in yona Ursoaia, s-a efectuat acţiunea de alungare a ursului spre zona de NV, spre judeţul Bacău.",Alungat,Magdalena Popa
,SLĂNIC-MOLDOVA,"Jandarmerie, UAT Slanic Moldova, Gestionar - DS Bacau",SLANIC MOLDOVA 17,,,,6651/29.05.2023,,,,,,,,,,,,,,,,,Mascul,Au fost alungate  2 exemplare de urs din apropierea uni punct de colecatare a deseurilor menajere (strada Stefan cel Mare).,Alungat,Anca Macor
,MEREI,"Reprezentant IJJ Buzău, reprezentant UAT Merei, repezentant AJVPS Buzău, Medic veterinar.",MONTEORU 20,,45.160828,26.665309,2,,,,,,,,,,,,,,,,,,"Apelantul a indicat prezența unui urs in localitatea Sărata Monteoru, in jurul orei 16,30. La fata locului s-a deplasat echipa de interventi pentru alungare, însă ursul nu a fost găsit.",Alungat,Mihaela Ifrim
,LEREŞTI,"Jandarmerie, Primarie, Fond cinegetic",RAUL TARGULUI 18,,45.35584,25.062066,,,,,,,,,,,,,,,,,,,"În urma unui apel telefonic , echipa de intervenție s-a deplasat la proprietatea apelantului, unde au fost informțti că și-a facut apariția un urs. Proprietarul a precizat că în ultimele 24 h ursul a mai fost văzut de 2 ori. Nu a pătruns în gospodărie și nu a a produs pabube. Ursul nu mai era prezent la sosirea echipei de intervenție.",Alungat,Petruta Ghica
,VIDRA,"Persoane de legate de la AJVPS Alba, Jandarmerie, primaria Vidra",VIDRA 6,,22.9617,46.3684,1454585/ 29.05.2023,,,,,,,,,,,,,,,,,,"Nivel de risc mediu. Un exemplar de urs adult a fost alungat din zona cimitirului din satul Ponorel, com. Vidra.",Alungat,Nicolae Oprica
,COVASNA,"viceprimar, reprezentant gestionar fond cinegetic, medic veterinar, poliția",ZAGON 29,,26.149956,45.839887,10989/25.05.2023,,,,,,,,,,,,,,,,,Femela cu pui,"La solicitarea Poliției Stațiunii Covasna, după apelul primit la 112, o echipă formată din dl. Poiană Adelin, dl. Jeszenovics Róbert Károly, dl. ing. Kiss Attila éi dl. dr. Dali Lóránd, s-a deplasat la dresa: strada Gábor Áron, nr. 90, unde s-a constatat prezenáa unei ursoaice mature cu doi pui în intravilanul din strada Gábor Áron, nr. 90, în gospodăria numitului Kelemen Gábor. Animalul se afla în grădina aferentă gospodăriei. La sosirea echipei de intervenție, am constatat că aceasta refuză să părăsească grădina deși memrii echipei au strigat, au produs zgomote de îndepărtare, urmare căruia ursoaica s-a deplasat spre câmp, tot în apropierea zonei locuite. Am urmărit animalul, fiind necesară repetarea procedurii zgomotelor de îndepărtare, pentru ca aceasta să se retragă și să din zona locuită, deplasându-se în câmp către localitatea Pachia. Precizăm faptul că numitul Kelemen Gábor a declarat că după verificarea gospodăriei a găsit niște rămășițe de păsări (găini). Conform declarațillor unor martori (locuitori din zonă) ursoaica a mai fost văzută în același loc, respectiv în strada Gábor Áron de mai multe ori și anterior.",Alungat,Berde Lajos
,RÂŞNOV,"Reprezentant UAT, reprezentant gestionar fond cinegetic, reprezentant Politia Rasnov",RASNOV 26,,45.589543,25.474931,7,,,,,,,,,,,,,,,,,Femela cu pui,Ursoaica cu pui a intrat in Cetatea Rasnov unde a fost zarita de turisti care au sunat la nr.de urgenta 112. Echipa de interventie a efectuat o goana de impingere.Ursoaica nu s-a speriat  si a efectuat un atac fals. A fost speriat cu mijloace sonore si a fugit in padure.,Alungat,Mirela Moisa
